5.5746	4.884	0.71964	0.7659
6.0462	4.884	0.72837	0.7659
5.9553	4.884	0.73084	0.7659
6.3747	4.884	0.73005	0.7659
5.1901	4.884	0.71089	0.7659
5.088	4.884	0.7047	0.7659
5.6316	4.884	0.72025	0.7659
5.2397	4.884	0.7052	0.7659
4.9009	4.884	0.70139	0.7659
5.3496	4.884	0.71383	0.7659
6.1332	4.884	0.67249	0.702
5.4896	4.884	0.66096	0.702
5.3696	4.884	0.65572	0.702
5.3854	4.884	0.65081	0.702
5.4623	4.884	0.65876	0.702
5.6702	4.884	0.65478	0.702
5.4453	4.884	0.65065	0.702
5.1361	4.884	0.65379	0.702
5.7742	4.884	0.65493	0.702
6.0343	4.884	0.66333	0.702
1.9175	4.0015	0.72502	0.7407
3.8963	4.0015	0.72351	0.7407
0.66647	4.0015	0.71343	0.7407
2.6278	4.0015	0.73032	0.7407
3.6317	4.0015	0.7359	0.7407
0.97866	4.0015	0.72473	0.7407
3.5599	4.0015	0.7245	0.7407
3.0189	4.0015	0.72461	0.7407
1.271	4.0015	0.71959	0.7407
4.7315	4.0015	0.74239	0.7407
1.8278	4.0015	0.64779	0.6712
0.70783	4.0015	0.65135	0.6712
4.6146	4.0015	0.66409	0.6712
2.2473	4.0015	0.65192	0.6712
3.2395	4.0015	0.65302	0.6712
0.4398	4.0015	0.65505	0.6712
3.7464	4.0015	0.65134	0.6712
0.42296	4.0015	0.65419	0.6712
1.2777	4.0015	0.64985	0.6712
2.4784	4.0015	0.64972	0.6712
6.9761	6.8818	0.71818	0.8
6.6277	6.8818	0.70837	0.8
6.9272	6.8818	0.73191	0.8
6.9245	6.8818	0.71775	0.8
6.9554	6.8818	0.71688	0.8
7.1145	6.8818	0.73083	0.8
6.7915	6.8818	0.71519	0.8
7.4176	6.8818	0.74869	0.8
6.7871	6.8818	0.71509	0.8
7.0503	6.8818	0.73352	0.8
7.5215	6.8818	0.65569	0.68
7.441	6.8818	0.63682	0.68
7.2651	6.8818	0.63806	0.68
7.2343	6.8818	0.64582	0.68
7.3448	6.8818	0.64022	0.68
7.2969	6.8818	0.63554	0.68
7.3647	6.8818	0.64423	0.68
7.2736	6.8818	0.64523	0.68
7.2246	6.8818	0.62928	0.68
7.4359	6.8818	0.65082	0.68
5.1947	5.625	0.70554	0.7543
5.5117	5.625	0.72253	0.7543
4.8117	5.625	0.70502	0.7543
5.4131	5.625	0.71215	0.7543
3.956	5.625	0.69785	0.7543
5.1303	5.625	0.70376	0.7543
4.3605	5.625	0.6895	0.7543
4.9059	5.625	0.70706	0.7543
4.6946	5.625	0.70439	0.7543
4.9048	5.625	0.70451	0.7543
2.0852	5.625	0.64697	0.6856
5.591	5.625	0.67643	0.6856
5.2786	5.625	0.66685	0.6856
6.0176	5.625	0.67981	0.6856
4.4319	5.625	0.64872	0.6856
5.6613	5.625	0.67277	0.6856
5.1128	5.625	0.66924	0.6856
5.7994	5.625	0.66782	0.6856
5.6808	5.625	0.67886	0.6856
5.6148	5.625	0.66829	0.6856
0.72834	3.5673	0.72921	0.7463
1.8802	3.5673	0.73367	0.7463
1.065	3.5673	0.72897	0.7463
1.241	3.5673	0.72763	0.7463
0.92774	3.5673	0.73088	0.7463
1.6296	3.5673	0.72858	0.7463
2.346	3.5673	0.72691	0.7463
0.8455	3.5673	0.72917	0.7463
0.82356	3.5673	0.72363	0.7463
1.4909	3.5673	0.73066	0.7463
0.57265	3.5673	0.60974	0.6275
0.77842	3.5673	0.6121	0.6275
4.5981	3.5673	0.61519	0.6275
0.9961	3.5673	0.61972	0.6275
2.7857	3.5673	0.62372	0.6275
1.5141	3.5673	0.61195	0.6275
0.69912	3.5673	0.6173	0.6275
3.4467	3.5673	0.62413	0.6275
4.7852	3.5673	0.63635	0.6275
0.4105	3.5673	0.61467	0.6275
0.8799	2.442	0.71323	0.7256
1.0556	2.442	0.70533	0.7256
0.66925	2.442	0.71361	0.7256
2.9448	2.442	0.71228	0.7256
2.6561	2.442	0.7083	0.7256
1.9123	2.442	0.71533	0.7256
1.4731	2.442	0.71565	0.7256
2.4368	2.442	0.70993	0.7256
3.1343	2.442	0.71006	0.7256
1.8123	2.442	0.71131	0.7256
1.6504	2.442	0.63891	0.6378
0.62677	2.442	0.62701	0.6378
1.7058	2.442	0.62834	0.6378
1.5857	2.442	0.63284	0.6378
1.4775	2.442	0.63575	0.6378
1.5403	2.442	0.63497	0.6378
0.85518	2.442	0.63983	0.6378
1.3236	2.442	0.6318	0.6378
2.7941	2.442	0.63415	0.6378
0.84753	2.442	0.62802	0.6378
1.5501	2.0007	0.71517	0.7259
1.4631	2.0007	0.71803	0.7259
0.42525	2.0007	0.71885	0.7259
1.9518	2.0007	0.71697	0.7259
0.8686	2.0007	0.70333	0.7259
0.705	2.0007	0.71812	0.7259
1.2392	2.0007	0.72019	0.7259
1.1648	2.0007	0.72032	0.7259
3.0918	2.0007	0.71738	0.7259
0.83467	2.0007	0.71547	0.7259
1.7243	2.0007	0.6375	0.638
2.3491	2.0007	0.64688	0.638
0.52182	2.0007	0.64132	0.638
1.1594	2.0007	0.64173	0.638
4.0846	2.0007	0.65426	0.638
2.6109	2.0007	0.64919	0.638
0.8396	2.0007	0.64677	0.638
0.68896	2.0007	0.64308	0.638
2.4801	2.0007	0.64116	0.638
1.4377	2.0007	0.64644	0.638
2.8621	3.441	0.77851	0.8
1.4599	3.441	0.75922	0.8
0.93037	3.441	0.76476	0.8
2.2339	3.441	0.76675	0.8
1.1873	3.441	0.76888	0.8
0.78665	3.441	0.76867	0.8
1.5485	3.441	0.77414	0.8
1.5181	3.441	0.76172	0.8
3.3611	3.441	0.75596	0.8
0.64757	3.441	0.76836	0.8
1.7369	3.441	0.67127	0.6867
0.75769	3.441	0.66961	0.6867
1.153	3.441	0.66997	0.6867
1.4839	3.441	0.6711	0.6867
3.4508	3.441	0.67793	0.6867
1.1097	3.441	0.67466	0.6867
0.84276	3.441	0.67103	0.6867
1.973	3.441	0.67402	0.6867
1.9951	3.441	0.6754	0.6867
0.75287	3.441	0.67303	0.6867
1.182	2.8125	0.72805	0.7508
1.3554	2.8125	0.73835	0.7508
1.4967	2.8125	0.73273	0.7508
0.67156	2.8125	0.74315	0.7508
1.1828	2.8125	0.73929	0.7508
0.86175	2.8125	0.7317	0.7508
1.4448	2.8125	0.73938	0.7508
0.91037	2.8125	0.73314	0.7508
2.0203	2.8125	0.7383	0.7508
1.9655	2.8125	0.73943	0.7508
1.8158	2.8125	0.6497	0.656
0.52218	2.8125	0.65353	0.656
1.3476	2.8125	0.65674	0.656
2.4768	2.8125	0.65246	0.656
0.38147	2.8125	0.65354	0.656
1.1628	2.8125	0.64788	0.656
0.84901	2.8125	0.6459	0.656
1.0127	2.8125	0.64802	0.656
0.81344	2.8125	0.65028	0.656
1.6404	2.8125	0.64744	0.656
0.67913	1.7836	0.7239	0.7463
1.8313	1.7836	0.73356	0.7463
0.94755	1.7836	0.72959	0.7463
0.88447	1.7836	0.73166	0.7463
1.1916	1.7836	0.73366	0.7463
1.7886	1.7836	0.73665	0.7463
1.1318	1.7836	0.7351	0.7463
0.87261	1.7836	0.73044	0.7463
0.94663	1.7836	0.73435	0.7463
0.79488	1.7836	0.73572	0.7463
2.3431	1.7836	0.61873	0.6129
