6.148	4.884	0.72833	0.7659
6.0374	4.884	0.72156	0.7659
5.0445	4.884	0.70856	0.7659
6.2636	4.884	0.72864	0.7659
6.1897	4.884	0.72628	0.7659
5.357	4.884	0.71671	0.7659
5.3989	4.884	0.72003	0.7659
5.1409	4.884	0.71202	0.7659
5.9302	4.884	0.72814	0.7659
5.927	4.884	0.72436	0.7659
6.1977	4.884	0.66816	0.702
6.0278	4.884	0.66156	0.702
4.8421	4.884	0.64917	0.702
5.7252	4.884	0.65612	0.702
6.6748	4.884	0.67989	0.702
5.2323	4.884	0.65176	0.702
5.558	4.884	0.65693	0.702
5.6568	4.884	0.6602	0.702
5.4021	4.884	0.65212	0.702
5.281	4.884	0.65229	0.702
0.75057	4.0015	0.72197	0.7407
1.9171	4.0015	0.72159	0.7407
3.6708	4.0015	0.72982	0.7407
4.2258	4.0015	0.72873	0.7407
2.8883	4.0015	0.7206	0.7407
3.2299	4.0015	0.72197	0.7407
2.5048	4.0015	0.72253	0.7407
3.8491	4.0015	0.7312	0.7407
4.8925	4.0015	0.73985	0.7407
3.7379	4.0015	0.72717	0.7407
1.0537	4.0015	0.64217	0.6712
0.39975	4.0015	0.64199	0.6712
1.1942	4.0015	0.64818	0.6712
0.87164	4.0015	0.64459	0.6712
1.0303	4.0015	0.64376	0.6712
1.1872	4.0015	0.64708	0.6712
2.5048	4.0015	0.6454	0.6712
4.4026	4.0015	0.65215	0.6712
0.47655	4.0015	0.64251	0.6712
3.3751	4.0015	0.64122	0.6712
6.7605	6.8818	0.72895	0.8
7.1867	6.8818	0.74133	0.8
7.1353	6.8818	0.74582	0.8
7.6342	6.8818	0.76245	0.8
7.0043	6.8818	0.72966	0.8
7.3377	6.8818	0.74842	0.8
7.3474	6.8818	0.75725	0.8
7.2626	6.8818	0.74925	0.8
6.6212	6.8818	0.72509	0.8
7.2286	6.8818	0.7497	0.8
6.7305	6.8818	0.62501	0.68
7.1124	6.8818	0.62973	0.68
6.8976	6.8818	0.62958	0.68
7.2281	6.8818	0.63815	0.68
6.761	6.8818	0.63211	0.68
7.0178	6.8818	0.62623	0.68
6.6448	6.8818	0.62551	0.68
6.4764	6.8818	0.61784	0.68
7.1694	6.8818	0.63788	0.68
7.1542	6.8818	0.63291	0.68
4.5882	5.625	0.71012	0.7543
5.4359	5.625	0.71684	0.7543
5.7514	5.625	0.7249	0.7543
5.578	5.625	0.71492	0.7543
5.9063	5.625	0.73225	0.7543
6.3523	5.625	0.73916	0.7543
5.5357	5.625	0.73042	0.7543
6.144	5.625	0.73954	0.7543
5.5411	5.625	0.72652	0.7543
5.6864	5.625	0.724	0.7543
4.5721	5.625	0.65484	0.6856
6.1294	5.625	0.67097	0.6856
3.7903	5.625	0.6457	0.6856
4.7659	5.625	0.64914	0.6856
5.5904	5.625	0.66357	0.6856
4.787	5.625	0.65774	0.6856
5.5436	5.625	0.65969	0.6856
5.642	5.625	0.65887	0.6856
4.661	5.625	0.64976	0.6856
4.9583	5.625	0.6571	0.6856
