5.875	4.884	0.71995	0.7659
5.6612	4.884	0.65978	0.702
2.4503	4.0015	0.72533	0.7407
0.56887	4.0015	0.65008	0.6712
7.0199	6.8818	0.72662	0.8
7.2181	6.8818	0.63943	0.68
5.4631	5.625	0.71537	0.7543
5.5699	5.625	0.66854	0.6856
0.74352	3.5673	0.72611	0.7463
1.7719	3.5673	0.6145	0.6275
0.71602	2.442	0.70918	0.7256
0.6681	2.442	0.63187	0.6378
1.0358	2.0007	0.71545	0.7259
0.56985	2.0007	0.64098	0.638
0.5657	3.441	0.76522	0.8
0.62257	3.441	0.66903	0.6867
0.64584	2.8125	0.73416	0.7508
0.59496	2.8125	0.65071	0.656
0.57008	1.7836	0.73318	0.7463
0.63634	1.7836	0.61324	0.6129
0.89908	1.9712	0.73444	0.743
0.82798	1.9712	0.60578	0.6061
5.5638	4.5015	0.70289	0.7432
5.7042	4.5015	0.63983	0.666
5.9243	4.9126	0.71305	0.7585
5.6885	4.9126	0.64366	0.6862
0.83424	1.9674	0.71137	0.7212
0.68198	1.9674	0.61265	0.5989
0.65835	1.8959	0.68465	0.6897
0.47777	1.8959	0.58793	0.5877
0.80326	1.0686	0.64684	0.6525
0.76161	1.0686	0.51424	0.5053
0.61521	0.98558	0.742	0.743
0.66342	0.98558	0.59313	0.5833
0.91306	2.2508	0.73142	0.7432
0.991	2.2508	0.5956	0.6002
0.67194	2.4563	0.7398	0.7585
0.64063	2.4563	0.62037	0.6237
0.76093	0.98369	0.71658	0.7212
0.6456	0.98369	0.60753	0.606
0.7219	0.94793	0.68827	0.6897
0.61721	0.94793	0.57054	0.57
0.53945	0.53432	0.64955	0.6525
0.5766	0.53432	0.55949	0.5483
