lab	ADCX	ADCZ	P0X	FWHMX	P0Z	FWHMZ	ADCXerr	ADCZerr	P0Xerr	FWHMXerr	P0Zerr	FWHMZerr
1	0.384000000000000	1.99100000000000	0.210900000000000	22.2000000000000	0.104700000000000	58.8300000000000	0.0811117199368323	0.142552134712571	0.0175401127577777	1.78387842136795	0.00340098025084925	3.42670881945539
2	0.391600000000000	2.01800000000000	0.211100000000000	22.4000000000000	0.104390000000000	60.2400000000000	0.0888496857994820	0.250102201331998	0.0264636018376604	2.47116706571342	0.00840693496796279	5.98334726089372
3	0.531000000000000	1.80100000000000	0.186900000000000	24.8000000000000	0.110700000000000	56.4400000000000	0.168829302353985	0.199580114796596	0.0285363316181709	3.01330383466387	0.00722726319801164	4.00088879014540
4	0.411000000000000	2.18300000000000	0.209600000000000	22.4700000000000	0.0994700000000000	63.6700000000000	0.137277496739674	0.160419588717976	0.0276373338479352	2.60983183792026	0.00485044098796983	4.77843535526478
5	0.550600000000000	1.73700000000000	0.176500000000000	26.1100000000000	0.111550000000000	56.7100000000000	0.0750439871008997	0.235515982000750	0.0200734761425231	2.31778150633555	0.00905676542701642	4.84869971114822
6	0.450500000000000	1.76100000000000	0.193200000000000	24.2800000000000	0.111700000000000	56.0800000000000	0.0653388603104360	0.123328828746567	0.0151422880995208	1.61850411045371	0.00588878406615303	3.90890720733501
