0.000 3.000 279.000 33.000 13.000
0.200 8.000 87.000 22.000 9.000
0.400 3.000 29.000 16.000 8.000
0.600 1.000 28.000 10.000 15.000
0.800 5.000 47.000 16.000 7.000
1.000 1.000 53.000 13.000 13.000
1.200 2.000 79.000 29.000 3.000
1.400 4.000 131.000 38.000 8.000
1.600 3.000 113.000 107.000 7.000
1.800 2.000 84.000 245.000 9.000
2.000 3.000 21.000 294.000 13.000
2.200 4.000 6.000 125.000 5.000
2.400 6.000 6.000 22.000 10.000
2.600 4.000 4.000 7.000 6.000
2.800 2.000 5.000 7.000 5.000
3.000 5.000 17.000 6.000 11.000
3.200 7.000 10.000 7.000 10.000
3.400 10.000 1.000 3.000 12.000
3.600 16.000 0.000 0.000 8.000
3.800 16.000 0.000 0.000 15.000
4.000 10.000 0.000 0.000 5.000
4.200 8.000 0.000 0.000 12.000
4.400 4.000 0.000 0.000 8.000
4.600 6.000 0.000 0.000 16.000
4.800 9.000 0.000 0.000 317.000
5.000 13.000 0.000 0.000 249.000
5.200 8.000 0.000 0.000 19.000
5.400 19.000 0.000 0.000 70.000
5.600 12.000 0.000 0.000 44.000
5.800 22.000 0.000 0.000 1.000
6.000 23.000 0.000 0.000 2.000
6.200 58.000 0.000 0.000 5.000
6.400 54.000 0.000 0.000 2.000
6.600 51.000 0.000 0.000 2.000
6.800 30.000 0.000 0.000 2.000
7.000 16.000 0.000 0.000 0.000
7.200 8.000 0.000 0.000 0.000
7.400 3.000 0.000 0.000 3.000
7.600 3.000 0.000 0.000 3.000
7.800 9.000 0.000 0.000 1.000
8.000 7.000 0.000 0.000 1.000
8.200 5.000 0.000 0.000 0.000
8.400 12.000 0.000 0.000 0.000
8.600 8.000 0.000 0.000 1.000
8.800 13.000 0.000 0.000 3.000
9.000 5.000 0.000 0.000 1.000
9.200 19.000 0.000 0.000 1.000
9.400 16.000 0.000 0.000 4.000
9.600 14.000 0.000 0.000 2.000
9.800 31.000 0.000 0.000 3.000
10.000 29.000 0.000 0.000 2.000
10.200 32.000 0.000 0.000 2.000
10.400 50.000 0.000 0.000 2.000
10.600 70.000 0.000 0.000 0.000
10.800 63.000 0.000 0.000 2.000
11.000 35.000 0.000 0.000 0.000
11.200 21.000 0.000 0.000 0.000
11.400 11.000 0.000 0.000 1.000
11.600 10.000 0.000 0.000 1.000
11.800 7.000 0.000 0.000 1.000
12.000 7.000 0.000 0.000 1.000
12.200 1.000 0.000 0.000 0.000
12.400 2.000 0.000 0.000 3.000
12.600 4.000 0.000 0.000 0.000
12.800 3.000 0.000 0.000 3.000
13.000 1.000 0.000 0.000 3.000
13.200 4.000 0.000 0.000 2.000
13.400 3.000 0.000 0.000 1.000
13.600 2.000 0.000 0.000 1.000
13.800 1.000 0.000 0.000 0.000
14.000 2.000 0.000 0.000 0.000
14.200 2.000 0.000 0.000 2.000
14.400 5.000 0.000 0.000 1.000
14.600 0.000 0.000 0.000 0.000
14.800 3.000 0.000 0.000 1.000
15.000 0.000 0.000 0.000 0.000
