0.000 17.000 232.000 129.000 11.000
0.200 9.000 83.000 59.000 14.000
0.400 3.000 52.000 49.000 15.000
0.600 0.000 33.000 30.000 5.000
0.800 5.000 24.000 22.000 8.000
1.000 3.000 29.000 22.000 6.000
1.200 2.000 34.000 25.000 6.000
1.400 0.000 32.000 29.000 3.000
1.600 1.000 58.000 53.000 4.000
1.800 1.000 68.000 77.000 6.000
2.000 2.000 55.000 87.000 3.000
2.200 3.000 75.000 100.000 6.000
2.400 3.000 61.000 97.000 3.000
2.600 1.000 55.000 83.000 7.000
2.800 3.000 26.000 52.000 4.000
3.000 1.000 18.000 19.000 4.000
3.200 3.000 13.000 15.000 1.000
3.400 0.000 6.000 3.000 5.000
3.600 3.000 6.000 9.000 6.000
3.800 7.000 7.000 7.000 17.000
4.000 3.000 8.000 4.000 17.000
4.200 1.000 5.000 6.000 11.000
4.400 0.000 6.000 6.000 12.000
4.600 2.000 6.000 3.000 53.000
4.800 3.000 5.000 5.000 353.000
5.000 7.000 3.000 5.000 333.000
5.200 15.000 0.000 4.000 49.000
5.400 6.000 0.000 0.000 11.000
5.600 4.000 0.000 0.000 13.000
5.800 6.000 0.000 0.000 4.000
6.000 7.000 0.000 0.000 3.000
6.200 2.000 0.000 0.000 5.000
6.400 4.000 0.000 0.000 2.000
6.600 2.000 0.000 0.000 0.000
6.800 3.000 0.000 0.000 0.000
7.000 7.000 0.000 0.000 0.000
7.200 6.000 0.000 0.000 0.000
7.400 5.000 0.000 0.000 0.000
7.600 7.000 0.000 0.000 0.000
7.800 9.000 0.000 0.000 0.000
8.000 16.000 0.000 0.000 0.000
8.200 13.000 0.000 0.000 0.000
8.400 10.000 0.000 0.000 0.000
8.600 14.000 0.000 0.000 0.000
8.800 23.000 0.000 0.000 0.000
9.000 31.000 0.000 0.000 0.000
9.200 56.000 0.000 0.000 0.000
9.400 72.000 0.000 0.000 0.000
9.600 119.000 0.000 0.000 0.000
9.800 131.000 0.000 0.000 0.000
10.000 159.000 0.000 0.000 0.000
10.200 125.000 0.000 0.000 0.000
10.400 46.000 0.000 0.000 0.000
10.600 6.000 0.000 0.000 0.000
10.800 4.000 0.000 0.000 0.000
11.000 1.000 0.000 0.000 0.000
11.200 0.000 0.000 0.000 0.000
11.400 0.000 0.000 0.000 0.000
11.600 1.000 0.000 0.000 0.000
11.800 0.000 0.000 0.000 0.000
12.000 0.000 0.000 0.000 0.000
12.200 0.000 0.000 0.000 0.000
12.400 0.000 0.000 0.000 0.000
12.600 0.000 0.000 0.000 0.000
12.800 0.000 0.000 0.000 0.000
13.000 0.000 0.000 0.000 0.000
13.200 0.000 0.000 0.000 0.000
13.400 0.000 0.000 0.000 0.000
13.600 0.000 0.000 0.000 0.000
13.800 0.000 0.000 0.000 0.000
14.000 0.000 0.000 0.000 0.000
14.200 1.000 0.000 0.000 0.000
14.400 0.000 0.000 0.000 0.000
14.600 0.000 0.000 0.000 0.000
14.800 0.000 0.000 0.000 0.000
15.000 0.000 0.000 0.000 0.000
