0.000 3.000 325.000 29.000 7.000
0.200 4.000 77.000 24.000 5.000
0.400 7.000 41.000 12.000 5.000
0.600 2.000 35.000 12.000 5.000
0.800 2.000 33.000 15.000 5.000
1.000 2.000 53.000 12.000 5.000
1.200 6.000 75.000 27.000 7.000
1.400 5.000 121.000 51.000 2.000
1.600 3.000 93.000 94.000 10.000
1.800 3.000 82.000 235.000 5.000
2.000 5.000 18.000 268.000 6.000
2.200 4.000 3.000 140.000 3.000
2.400 4.000 10.000 22.000 6.000
2.600 3.000 8.000 10.000 8.000
2.800 3.000 9.000 9.000 5.000
3.000 9.000 10.000 14.000 11.000
3.200 15.000 7.000 14.000 14.000
3.400 12.000 0.000 12.000 7.000
3.600 8.000 0.000 0.000 9.000
3.800 13.000 0.000 0.000 16.000
4.000 12.000 0.000 0.000 14.000
4.200 14.000 0.000 0.000 8.000
4.400 9.000 0.000 0.000 12.000
4.600 15.000 0.000 0.000 19.000
4.800 13.000 0.000 0.000 373.000
5.000 12.000 0.000 0.000 300.000
5.200 14.000 0.000 0.000 17.000
5.400 32.000 0.000 0.000 26.000
5.600 53.000 0.000 0.000 19.000
5.800 66.000 0.000 0.000 2.000
6.000 52.000 0.000 0.000 1.000
6.200 41.000 0.000 0.000 0.000
6.400 21.000 0.000 0.000 1.000
6.600 16.000 0.000 0.000 0.000
6.800 4.000 0.000 0.000 0.000
7.000 5.000 0.000 0.000 0.000
7.200 3.000 0.000 0.000 0.000
7.400 4.000 0.000 0.000 0.000
7.600 5.000 0.000 0.000 0.000
7.800 5.000 0.000 0.000 0.000
8.000 5.000 0.000 0.000 1.000
8.200 7.000 0.000 0.000 2.000
8.400 8.000 0.000 0.000 1.000
8.600 11.000 0.000 0.000 2.000
8.800 14.000 0.000 0.000 2.000
9.000 10.000 0.000 0.000 3.000
9.200 11.000 0.000 0.000 2.000
9.400 15.000 0.000 0.000 4.000
9.600 18.000 0.000 0.000 4.000
9.800 19.000 0.000 0.000 0.000
10.000 31.000 0.000 0.000 2.000
10.200 32.000 0.000 0.000 1.000
10.400 57.000 0.000 0.000 5.000
10.600 53.000 0.000 0.000 2.000
10.800 73.000 0.000 0.000 0.000
11.000 47.000 0.000 0.000 4.000
11.200 20.000 0.000 0.000 3.000
11.400 6.000 0.000 0.000 1.000
11.600 4.000 0.000 0.000 3.000
11.800 1.000 0.000 0.000 5.000
12.000 3.000 0.000 0.000 2.000
12.200 2.000 0.000 0.000 1.000
12.400 3.000 0.000 0.000 3.000
12.600 1.000 0.000 0.000 2.000
12.800 1.000 0.000 0.000 1.000
13.000 2.000 0.000 0.000 1.000
13.200 2.000 0.000 0.000 1.000
13.400 1.000 0.000 0.000 0.000
13.600 4.000 0.000 0.000 0.000
13.800 3.000 0.000 0.000 1.000
14.000 0.000 0.000 0.000 0.000
14.200 1.000 0.000 0.000 1.000
14.400 6.000 0.000 0.000 0.000
14.600 1.000 0.000 0.000 1.000
14.800 0.000 0.000 0.000 0.000
15.000 0.000 0.000 0.000 0.000
