3.700	11.647
3.700	1.752
3.700	1.872
3.700	0.104
3.700	14.446
3.700	12.675
3.700	0.111
3.700	11.668
3.700	19.431
3.700	13.057
3.700	19.392
3.700	19.821
3.700	2.310
3.700	15.328
3.700	19.548
3.700	1.126
3.700	0.839
3.700	11.608
3.700	1.889
3.700	1.528
3.700	19.741
3.700	2.241
3.700	12.481
3.700	18.874
3.700	16.631
3.700	0.412
3.700	1.247
3.700	0.746
3.700	18.979
3.700	13.318
3.700	11.626
3.700	1.700
3.700	19.925
3.700	2.394
3.700	0.109
3.700	0.528
3.700	1.232
3.700	0.165
3.700	16.652
3.700	0.995
3.700	0.205
3.700	2.277
3.700	0.329
3.700	11.548
3.700	1.870
3.700	1.596
3.700	11.566
3.700	11.594
3.700	2.282
3.700	0.106
3.700	1.437
3.700	1.307
3.700	0.289
3.700	14.641
3.700	11.647
3.700	11.537
3.700	1.907
3.700	1.586
3.700	11.617
3.700	0.132
3.700	13.268
3.700	19.982
3.700	1.974
3.700	14.712
3.700	1.660
3.700	19.354
3.700	12.084
3.700	18.705
3.700	1.708
3.700	1.809
3.700	11.901
3.700	14.383
3.700	18.791
3.700	1.684
3.700	0.622
3.700	0.466
3.700	11.699
3.700	2.335
3.700	1.744
3.700	11.810
3.700	11.784
3.700	16.344
3.700	0.110
3.700	11.541
3.700	2.151
3.700	1.320
3.700	0.558
3.700	12.834
3.700	13.898
3.700	15.245
3.700	15.884
3.700	12.827
3.700	0.933
3.700	11.617
3.700	0.393
3.700	12.529
3.700	0.474
3.700	1.010
3.700	14.366
3.700	16.438
0.700	0.101
0.700	0.101
0.700	2.458
0.700	0.101
0.700	0.101
0.700	2.373
0.700	0.101
0.700	2.416
0.700	2.438
0.700	0.100
0.700	2.553
0.700	2.425
0.700	2.327
0.700	2.400
0.700	0.100
0.700	0.101
0.700	3.129
0.700	2.431
0.700	2.407
0.700	2.423
0.700	2.459
0.700	0.101
0.700	2.641
0.700	2.459
0.700	2.341
0.700	0.101
0.700	2.596
0.700	2.372
0.700	0.100
0.700	0.101
0.700	0.100
0.700	2.874
0.700	2.403
0.700	0.101
0.700	2.857
0.700	0.101
0.700	2.390
0.700	2.609
0.700	2.438
0.700	0.101
0.700	0.100
0.700	0.101
0.700	0.100
0.700	2.360
0.700	0.100
0.700	0.100
0.700	0.100
0.700	2.556
0.700	2.512
0.700	0.101
0.700	0.100
0.700	2.331
0.700	2.343
0.700	2.336
0.700	0.101
0.700	0.101
0.700	0.101
0.700	2.574
0.700	0.100
0.700	2.502
0.700	2.441
0.700	0.101
0.700	0.101
0.700	0.100
0.700	0.100
0.700	3.213
0.700	0.101
0.700	0.101
0.700	2.353
0.700	2.832
0.700	0.100
0.700	0.100
0.700	0.101
0.700	2.314
0.700	0.101
0.700	0.100
0.700	0.100
0.700	2.411
0.700	2.480
0.700	2.556
0.700	2.456
0.700	2.384
0.700	0.100
0.700	0.100
0.700	2.514
0.700	2.929
0.700	2.366
0.700	2.684
0.700	2.393
0.700	3.208
0.700	0.101
0.700	0.101
0.700	0.100
0.700	0.100
0.700	2.658
0.700	0.100
0.700	2.382
0.700	0.101
0.700	0.100
0.700	0.101
1.700	0.103
1.700	2.592
1.700	2.593
1.700	0.100
1.700	0.103
1.700	0.101
1.700	0.101
1.700	3.318
1.700	0.106
1.700	2.624
1.700	0.101
1.700	0.106
1.700	2.733
1.700	0.101
1.700	0.108
1.700	2.968
1.700	3.335
1.700	3.158
1.700	0.104
1.700	0.103
1.700	0.100
1.700	0.103
1.700	2.966
1.700	3.154
1.700	2.611
1.700	3.068
1.700	2.650
1.700	0.100
1.700	0.102
1.700	0.101
1.700	3.157
1.700	2.985
1.700	0.105
1.700	2.651
1.700	2.599
1.700	2.814
1.700	2.737
1.700	3.096
1.700	0.105
1.700	2.838
1.700	2.635
1.700	0.100
1.700	0.101
1.700	0.103
1.700	0.101
1.700	0.104
1.700	0.105
1.700	0.101
1.700	0.107
1.700	2.609
1.700	0.100
1.700	2.608
1.700	2.608
1.700	0.100
1.700	0.105
1.700	0.100
1.700	2.734
1.700	0.107
1.700	0.105
1.700	0.100
1.700	0.101
1.700	2.598
1.700	0.102
1.700	0.102
1.700	0.100
1.700	2.678
1.700	3.035
1.700	0.103
1.700	2.598
1.700	2.753
1.700	0.101
1.700	2.699
1.700	0.101
1.700	2.677
1.700	3.156
1.700	2.881
1.700	0.100
1.700	2.643
1.700	3.089
1.700	2.640
1.700	0.101
1.700	0.103
1.700	0.104
1.700	0.101
1.700	2.620
1.700	0.100
1.700	0.100
1.700	2.645
1.700	2.755
1.700	2.831
1.700	2.847
1.700	3.079
1.700	0.101
1.700	2.738
1.700	2.652
1.700	2.665
1.700	3.443
1.700	2.660
1.700	2.940
1.700	0.103
2.700	0.390
2.700	0.660
2.700	5.934
2.700	2.027
2.700	3.090
2.700	5.696
2.700	9.486
2.700	5.773
2.700	2.932
2.700	1.176
2.700	0.528
2.700	2.268
2.700	5.611
2.700	5.663
2.700	9.379
2.700	5.900
2.700	0.685
2.700	5.854
2.700	5.615
2.700	5.586
2.700	13.267
2.700	5.707
2.700	12.498
2.700	2.634
2.700	0.801
2.700	5.740
2.700	5.793
2.700	5.807
2.700	2.129
2.700	5.737
2.700	0.110
2.700	11.480
2.700	2.332
2.700	5.662
2.700	5.593
2.700	5.961
2.700	0.407
2.700	1.457
2.700	0.342
2.700	0.102
2.700	5.648
2.700	5.767
2.700	5.603
2.700	0.368
2.700	2.286
2.700	5.805
2.700	9.580
2.700	2.336
2.700	0.112
2.700	3.245
2.700	2.588
2.700	5.893
2.700	5.899
2.700	5.691
2.700	0.971
2.700	2.394
2.700	1.736
2.700	5.662
2.700	2.860
2.700	3.196
2.700	5.870
2.700	2.765
2.700	0.413
2.700	11.299
2.700	5.614
2.700	3.090
2.700	0.937
2.700	1.050
2.700	5.833
2.700	0.961
2.700	0.179
2.700	8.584
2.700	5.592
2.700	2.931
2.700	2.207
2.700	0.113
2.700	0.104
2.700	5.582
2.700	3.244
2.700	11.279
2.700	3.225
2.700	5.754
2.700	2.654
2.700	5.776
2.700	5.614
2.700	5.625
2.700	3.222
2.700	9.669
2.700	0.197
2.700	0.451
2.700	5.787
2.700	5.813
2.700	5.891
2.700	0.128
2.700	5.720
2.700	1.134
2.700	0.100
2.700	10.263
2.700	13.443
2.700	0.119
