1.000	0.000	0.000	
0.996	0.087	0.000	
0.985	0.173	0.000	
0.966	0.258	0.000	
0.940	0.342	0.000	
0.906	0.422	0.000	
0.866	0.499	0.000	
0.820	0.573	0.000	
0.766	0.643	0.000	
0.707	0.707	0.000	
0.643	0.766	0.000	
0.574	0.819	0.000	
0.500	0.866	0.000	
0.423	0.906	0.000	
0.343	0.939	0.000	
0.260	0.966	0.000	
0.174	0.985	0.000	
0.088	0.996	0.000	
0.001	1.000	0.000	
-0.087	0.996	0.000	
-0.173	0.985	0.000	
-0.258	0.966	0.000	
-0.341	0.940	0.000	
-0.423	0.906	0.000	
-0.500	0.866	0.000	
-0.573	0.820	0.000	
-0.642	0.767	0.000	
-0.707	0.707	0.000	
-0.766	0.643	0.000	
-0.819	0.574	0.000	
-0.866	0.501	0.000	
-0.906	0.423	0.000	
-0.940	0.343	0.000	
-0.966	0.260	0.000	
-0.985	0.174	0.000	
-0.996	0.087	0.000	
-1.000	0.001	0.000	
0.996	0.000	0.087	
0.992	0.087	0.087	
0.981	0.172	0.087	
0.962	0.257	0.087	
0.936	0.341	0.087	
0.903	0.421	0.087	
0.863	0.498	0.087	
0.817	0.571	0.087	
0.763	0.640	0.087	
0.705	0.704	0.087	
0.641	0.763	0.087	
0.572	0.816	0.087	
0.498	0.863	0.087	
0.421	0.903	0.087	
0.341	0.936	0.087	
0.259	0.962	0.087	
0.173	0.981	0.087	
0.087	0.992	0.087	
0.001	0.996	0.087	
-0.087	0.992	0.087	
-0.173	0.981	0.087	
-0.257	0.962	0.087	
-0.340	0.936	0.087	
-0.421	0.903	0.087	
-0.498	0.863	0.087	
-0.571	0.816	0.087	
-0.640	0.764	0.087	
-0.704	0.705	0.087	
-0.763	0.641	0.087	
-0.816	0.572	0.087	
-0.862	0.499	0.087	
-0.903	0.421	0.087	
-0.936	0.341	0.087	
-0.962	0.259	0.087	
-0.981	0.173	0.087	
-0.992	0.087	0.087	
-0.996	0.001	0.087	
0.985	0.000	0.173	
0.981	0.086	0.173	
0.970	0.171	0.173	
0.952	0.254	0.173	
0.926	0.337	0.173	
0.893	0.416	0.173	
0.853	0.492	0.173	
0.807	0.564	0.173	
0.755	0.633	0.173	
0.697	0.696	0.173	
0.634	0.754	0.173	
0.566	0.806	0.173	
0.493	0.853	0.173	
0.417	0.892	0.173	
0.338	0.925	0.173	
0.256	0.951	0.173	
0.171	0.970	0.173	
0.086	0.981	0.173	
0.001	0.985	0.173	
-0.086	0.981	0.173	
-0.171	0.970	0.173	
-0.254	0.951	0.173	
-0.336	0.926	0.173	
-0.416	0.893	0.173	
-0.492	0.853	0.173	
-0.564	0.807	0.173	
-0.632	0.755	0.173	
-0.696	0.697	0.173	
