3.700	0.817
3.700	0.830
3.700	0.829
3.700	0.824
3.700	0.838
3.700	0.833
3.700	0.556
3.700	0.841
3.700	0.515
3.700	0.576
3.700	0.850
3.700	0.815
3.700	0.852
3.700	0.578
3.700	0.556
3.700	0.820
3.700	0.817
3.700	0.552
3.700	0.571
3.700	0.526
3.700	0.563
3.700	0.541
3.700	0.552
3.700	0.812
3.700	0.566
3.700	0.560
3.700	0.533
3.700	0.876
3.700	0.565
3.700	0.540
3.700	0.848
3.700	0.817
3.700	0.557
3.700	0.812
3.700	0.560
3.700	0.886
3.700	0.559
3.700	0.839
3.700	0.572
3.700	0.814
3.700	0.558
3.700	0.546
3.700	0.825
3.700	0.551
3.700	0.835
3.700	0.547
3.700	0.579
3.700	0.515
3.700	0.529
3.700	0.577
3.700	0.823
3.700	0.820
3.700	0.825
3.700	0.536
3.700	0.555
3.700	0.820
3.700	0.543
3.700	0.819
3.700	0.550
3.700	0.560
3.700	0.826
3.700	0.816
3.700	0.827
3.700	0.554
3.700	0.814
3.700	0.817
3.700	0.819
3.700	0.849
3.700	0.833
3.700	0.568
3.700	0.567
3.700	0.553
3.700	0.561
3.700	0.854
3.700	0.574
3.700	0.833
3.700	0.833
3.700	0.565
3.700	0.573
3.700	0.839
3.700	0.845
3.700	0.824
3.700	0.544
3.700	0.812
3.700	0.554
3.700	0.814
3.700	0.573
3.700	0.839
3.700	0.818
3.700	0.558
3.700	0.816
3.700	0.813
3.700	0.538
3.700	0.566
3.700	0.571
3.700	0.546
3.700	0.578
3.700	0.815
3.700	0.823
3.700	0.835
0.700	0.719
0.700	0.686
0.700	0.688
0.700	0.686
0.700	0.682
0.700	0.686
0.700	0.686
0.700	0.688
0.700	0.684
0.700	0.679
0.700	0.688
0.700	0.681
0.700	0.685
0.700	0.688
0.700	0.687
0.700	0.686
0.700	0.687
0.700	0.683
0.700	0.686
0.700	0.687
0.700	0.686
0.700	0.687
0.700	0.687
0.700	0.688
0.700	0.686
0.700	0.685
0.700	0.685
0.700	0.683
0.700	0.681
0.700	0.688
0.700	0.719
0.700	0.721
0.700	0.717
0.700	0.725
0.700	0.718
0.700	0.721
0.700	0.717
0.700	0.724
0.700	0.718
0.700	0.721
0.700	0.721
0.700	0.718
0.700	0.726
0.700	0.718
0.700	0.717
0.700	0.718
0.700	0.719
0.700	0.684
0.700	0.717
0.700	0.719
0.700	0.719
0.700	0.720
0.700	0.730
0.700	0.727
0.700	0.722
0.700	0.718
0.700	0.716
0.700	0.719
0.700	0.721
0.700	0.717
0.700	0.721
0.700	0.723
0.700	0.685
0.700	0.687
0.700	0.686
0.700	0.687
0.700	0.683
0.700	0.685
0.700	0.688
0.700	0.688
0.700	0.683
0.700	0.685
0.700	0.687
0.700	0.687
0.700	0.683
0.700	0.724
0.700	0.719
0.700	0.687
0.700	0.684
0.700	0.687
0.700	0.683
0.700	0.687
0.700	0.686
0.700	0.716
0.700	0.683
0.700	0.724
0.700	0.724
0.700	0.722
0.700	0.719
0.700	0.718
0.700	0.722
0.700	0.727
0.700	0.725
0.700	0.732
