4.100	0.613
4.100	0.765
4.100	0.764
4.100	0.787
4.100	0.773
4.100	0.618
4.100	0.596
4.100	0.613
4.100	0.763
4.100	0.599
4.100	0.774
4.100	0.766
4.100	0.603
4.100	0.806
4.100	0.601
4.100	0.763
4.100	0.607
4.100	0.615
4.100	0.791
4.100	0.776
4.100	0.775
4.100	0.783
4.100	0.773
4.100	0.767
4.100	0.763
4.100	0.762
4.100	0.617
4.100	0.784
4.100	0.786
4.100	0.792
4.100	0.599
4.100	0.767
4.100	0.606
4.100	0.771
4.100	0.761
4.100	0.764
4.100	0.762
4.100	0.763
4.100	0.765
4.100	0.764
4.100	0.594
4.100	0.769
4.100	0.618
4.100	0.593
4.100	0.610
4.100	0.590
4.100	0.604
4.100	0.791
4.100	0.614
4.100	0.785
4.100	0.762
4.100	0.770
4.100	0.608
4.100	0.598
4.100	0.609
4.100	0.616
4.100	0.612
4.100	0.776
4.100	0.618
4.100	0.764
4.100	0.615
4.100	0.793
4.100	0.607
4.100	0.617
4.100	0.800
4.100	0.611
4.100	0.618
4.100	0.612
4.100	0.600
4.100	0.763
4.100	0.596
4.100	0.613
4.100	0.761
4.100	0.607
4.100	0.767
4.100	0.763
4.100	0.600
4.100	0.603
4.100	0.770
4.100	0.619
4.100	0.605
4.100	0.770
4.100	0.616
4.100	0.616
4.100	0.611
4.100	0.582
4.100	0.770
4.100	0.793
4.100	0.779
4.100	0.610
4.100	0.584
4.100	0.581
4.100	0.614
4.100	0.769
4.100	0.611
4.100	0.595
4.100	0.770
4.100	0.766
4.100	0.765
4.100	0.618
1.100	0.690
1.100	0.694
1.100	0.693
1.100	0.693
1.100	0.695
1.100	0.695
1.100	0.692
1.100	0.693
1.100	0.693
1.100	0.694
1.100	0.694
1.100	0.694
1.100	0.694
1.100	0.694
1.100	0.713
1.100	0.694
1.100	0.693
1.100	0.693
1.100	0.691
1.100	0.693
1.100	0.693
1.100	0.695
1.100	0.693
1.100	0.695
1.100	0.695
1.100	0.694
1.100	0.714
1.100	0.713
1.100	0.724
1.100	0.717
1.100	0.718
1.100	0.713
1.100	0.715
1.100	0.714
1.100	0.716
1.100	0.714
1.100	0.693
1.100	0.695
1.100	0.713
1.100	0.717
1.100	0.694
1.100	0.694
1.100	0.695
1.100	0.724
1.100	0.714
1.100	0.715
1.100	0.712
1.100	0.695
1.100	0.694
1.100	0.694
1.100	0.694
1.100	0.694
1.100	0.693
1.100	0.716
1.100	0.718
1.100	0.713
1.100	0.718
1.100	0.694
1.100	0.713
1.100	0.713
1.100	0.713
1.100	0.694
1.100	0.695
1.100	0.694
1.100	0.695
1.100	0.713
1.100	0.715
1.100	0.718
1.100	0.721
1.100	0.695
1.100	0.693
1.100	0.693
1.100	0.715
1.100	0.727
1.100	0.715
1.100	0.713
1.100	0.692
1.100	0.717
1.100	0.714
1.100	0.712
1.100	0.713
1.100	0.695
1.100	0.716
1.100	0.713
1.100	0.715
1.100	0.717
1.100	0.715
1.100	0.715
1.100	0.714
1.100	0.715
1.100	0.716
1.100	0.692
1.100	0.694
1.100	0.713
1.100	0.717
1.100	0.717
1.100	0.719
1.100	0.715
1.100	0.694
1.100	0.695
2.100	0.687
2.100	0.711
2.100	0.717
2.100	0.714
2.100	0.711
2.100	0.687
2.100	0.687
2.100	0.685
2.100	0.688
2.100	0.686
2.100	0.718
2.100	0.728
2.100	0.711
2.100	0.714
2.100	0.717
2.100	0.720
2.100	0.711
2.100	0.711
2.100	0.685
2.100	0.687
2.100	0.686
2.100	0.716
2.100	0.711
2.100	0.712
2.100	0.687
2.100	0.686
2.100	0.687
2.100	0.714
2.100	0.686
2.100	0.687
2.100	0.687
2.100	0.712
2.100	0.711
2.100	0.713
2.100	0.688
2.100	0.687
2.100	0.717
2.100	0.712
2.100	0.714
2.100	0.716
2.100	0.711
2.100	0.717
2.100	0.712
2.100	0.718
2.100	0.685
2.100	0.687
2.100	0.687
2.100	0.723
2.100	0.686
2.100	0.712
2.100	0.687
2.100	0.715
2.100	0.686
2.100	0.687
2.100	0.685
2.100	0.687
2.100	0.720
2.100	0.713
2.100	0.711
2.100	0.720
2.100	0.714
2.100	0.723
2.100	0.721
2.100	0.713
2.100	0.711
2.100	0.713
2.100	0.688
2.100	0.686
2.100	0.682
2.100	0.711
2.100	0.714
2.100	0.687
2.100	0.687
2.100	0.687
2.100	0.687
2.100	0.711
2.100	0.688
2.100	0.684
2.100	0.711
2.100	0.685
2.100	0.686
2.100	0.687
2.100	0.686
2.100	0.688
2.100	0.716
2.100	0.716
2.100	0.688
2.100	0.686
2.100	0.687
2.100	0.714
2.100	0.685
2.100	0.686
2.100	0.720
2.100	0.716
2.100	0.712
2.100	0.687
2.100	0.684
2.100	0.688
2.100	0.688
2.100	0.685
3.100	0.717
3.100	0.720
3.100	0.682
3.100	0.714
3.100	0.683
3.100	0.716
3.100	0.677
3.100	0.716
3.100	0.724
3.100	0.682
3.100	0.720
3.100	0.713
3.100	0.682
3.100	0.681
3.100	0.676
3.100	0.680
3.100	0.713
3.100	0.714
3.100	0.682
3.100	0.716
3.100	0.713
3.100	0.715
3.100	0.713
3.100	0.680
3.100	0.676
3.100	0.675
3.100	0.683
3.100	0.681
3.100	0.715
3.100	0.718
3.100	0.720
3.100	0.681
3.100	0.680
3.100	0.715
3.100	0.682
3.100	0.679
3.100	0.678
3.100	0.716
3.100	0.720
3.100	0.681
3.100	0.716
3.100	0.683
3.100	0.682
3.100	0.715
3.100	0.715
3.100	0.726
3.100	0.716
3.100	0.714
3.100	0.682
3.100	0.681
3.100	0.718
3.100	0.683
3.100	0.713
3.100	0.682
3.100	0.718
3.100	0.678
3.100	0.713
3.100	0.719
3.100	0.721
3.100	0.683
3.100	0.679
3.100	0.716
3.100	0.713
3.100	0.713
3.100	0.676
3.100	0.681
3.100	0.717
3.100	0.720
3.100	0.680
3.100	0.728
3.100	0.716
3.100	0.682
3.100	0.680
3.100	0.681
3.100	0.714
3.100	0.679
3.100	0.717
3.100	0.677
3.100	0.713
3.100	0.717
3.100	0.673
3.100	0.715
3.100	0.681
3.100	0.713
3.100	0.716
3.100	0.714
3.100	0.677
3.100	0.714
3.100	0.717
3.100	0.677
3.100	0.716
3.100	0.679
3.100	0.683
3.100	0.683
3.100	0.681
3.100	0.683
3.100	0.682
3.100	0.680
3.100	0.683
3.100	0.681
