5.5351	4.884	0.71651	0.7659
5.59	4.884	0.65762	0.702
2.63	4.0015	0.7264	0.7407
2.1002	4.0015	0.65283	0.6712
6.9572	6.8818	0.72364	0.8
7.3402	6.8818	0.64217	0.68
4.8883	5.625	0.70523	0.7543
5.1273	5.625	0.66758	0.6856
1.2978	3.5673	0.72893	0.7463
2.0587	3.5673	0.61849	0.6275
1.8974	2.442	0.7115	0.7256
1.4407	2.442	0.63316	0.6378
1.3294	2.0007	0.71638	0.7259
1.7896	2.0007	0.64483	0.638
1.6535	3.441	0.7667	0.8
1.5256	3.441	0.6728	0.6867
1.3091	2.8125	0.73635	0.7508
1.2022	2.8125	0.65055	0.656
1.1069	1.7836	0.73246	0.7463
1.5602	1.7836	0.61258	0.6129
1.1268	1.9712	0.73499	0.743
1.0059	1.9712	0.60575	0.6061
5.2577	4.5015	0.70011	0.7432
5.0409	4.5015	0.62821	0.666
5.5943	4.9126	0.71251	0.7585
5.6087	4.9126	0.64663	0.6862
1.5974	1.9674	0.71225	0.7212
1.1526	1.9674	0.61237	0.5989
1.4934	1.8959	0.68698	0.6897
1.1277	1.8959	0.59012	0.5877
0.9798	1.0686	0.64775	0.6525
1.1321	1.0686	0.51606	0.5053
1.7294	0.98558	0.74348	0.743
1.2828	0.98558	0.59522	0.5833
1.4727	2.2508	0.73406	0.7432
1.9715	2.2508	0.59862	0.6002
1.3087	2.4563	0.73851	0.7585
1.7907	2.4563	0.62066	0.6237
1.5433	0.98369	0.71813	0.7212
1.1957	0.98369	0.60871	0.606
1.0983	0.94793	0.68646	0.6897
0.91673	0.94793	0.57076	0.57
1.5366	0.53432	0.65217	0.6525
2.0961	0.53432	0.56179	0.5483
