2.38993e-09	1.42857e-01
2.42782e-09	1.42857e-01
2.38373e-09	1.42857e-01
2.28554e-09	1.42857e-01
2.16469e-09	1.42857e-01
2.12894e-09	1.42857e-01
2.17038e-09	1.42857e-01
2.04205e-09	1.42857e-01
2.06732e-09	2.02031e-01
2.09758e-09	2.85714e-01
2.04777e-09	2.85714e-01
1.96130e-09	2.85714e-01
1.85658e-09	2.85714e-01
1.84670e-09	2.02031e-01
2.02574e-09	1.42857e-01
2.17821e-09	1.42857e-01
1.88804e-09	2.02031e-01
1.70840e-09	2.85714e-01
1.69469e-09	3.19438e-01
1.70322e-09	4.04061e-01
1.65500e-09	4.28571e-01
1.57779e-09	4.28571e-01
1.49898e-09	4.04061e-01
1.50895e-09	3.19438e-01
1.66663e-09	2.02031e-01
1.94452e-09	1.42857e-01
2.08872e-09	1.42857e-01
1.80165e-09	2.02031e-01
1.54920e-09	3.19438e-01
1.38664e-09	4.04061e-01
1.32575e-09	4.51754e-01
1.30810e-09	5.15079e-01
1.26993e-09	5.71429e-01
1.23354e-09	5.71429e-01
1.18536e-09	5.15079e-01
1.19534e-09	4.04061e-01
1.26767e-09	3.19438e-01
1.47389e-09	2.02031e-01
1.83164e-09	1.42857e-01
2.23217e-09	1.42857e-01
2.10733e-09	1.42857e-01
1.75821e-09	2.02031e-01
1.43288e-09	3.19438e-01
1.22405e-09	4.04061e-01
1.09659e-09	5.15079e-01
1.01244e-09	5.89015e-01
9.71363e-10	6.38877e-01
9.44278e-10	7.14286e-01
9.34141e-10	7.14286e-01
9.31029e-10	6.06092e-01
9.43653e-10	5.15079e-01
9.43505e-10	4.04061e-01
1.08268e-09	3.19438e-01
1.46711e-09	2.85714e-01
1.97874e-09	1.42857e-01
2.35685e-09	1.42857e-01
1.92207e-09	2.02031e-01
1.50487e-09	3.19438e-01
1.15568e-09	4.04061e-01
9.66405e-10	5.15079e-01
8.98482e-10	6.06092e-01
8.47190e-10	7.14286e-01
